gene,symbol,p.value,adj.p
ENSG00000186951,PPARA,0.277371754,0.908001338
ENSG00000111843,TMEM14C,0.277381886,0.908001338
ENSG00000163625,WDFY3,0.27751636,0.908260498
ENSG00000135605,TEC,0.277685761,0.90860734
ENSG00000159733,ZFYVE28,0.27777742,0.90860734
ENSG00000197629,MPEG1,0.277841122,0.90860734
ENSG00000105650,PDE4C,0.277843638,0.90860734
ENSG00000140450,ARRDC4,0.278107526,0.909246043
ENSG00000214160,ALG3,0.278197916,0.909246043
ENSG00000145868,FBXO38,0.278218745,0.909246043
ENSG00000006712,PAF1,0.278265342,0.909246043
ENSG00000224223,.,0.278331887,0.909246043
ENSG00000168116,KIAA1586,0.278371132,0.909246043
ENSG00000203797,DDO,0.278462618,0.909262655
ENSG00000167755,KLK6,0.278584831,0.909262655
ENSG00000196352,CD55,0.278687903,0.909262655
ENSG00000243452,NBPF15,0.278725373,0.909262655
ENSG00000187266,EPOR,0.278758007,0.909262655
ENSG00000184752,NDUFA12,0.27876511,0.909262655
ENSG00000124164,VAPB,0.27882679,0.909262655
ENSG00000254579,.,0.278863269,0.909262655
ENSG00000007255,TRAPPC6A,0.278874505,0.909262655
ENSG00000147799,ARHGAP39,0.279123198,0.909678794
ENSG00000104872,PIH1D1,0.279154973,0.909678794
ENSG00000117519,CNN3,0.279230147,0.909678794
ENSG00000232233,.,0.279253902,0.909678794
ENSG00000113161,HMGCR,0.27935778,0.909678794
ENSG00000249109,.,0.279378237,0.909678794
ENSG00000089876,DHX32,0.27953869,0.909678794
ENSG00000156313,RPGR,0.279606047,0.909678794
ENSG00000103550,C16orf88,0.279666985,0.909678794
ENSG00000197798,FAM118B,0.279679918,0.909678794
ENSG00000158089,GALNT14,0.279684971,0.909678794
ENSG00000197816,C9orf174,0.279722731,0.909678794
ENSG00000187688,TRPV2,0.279759957,0.909678794
ENSG00000233038,.,0.279777604,0.909678794
ENSG00000253305,PCDHGB6,0.279915602,0.909830303
ENSG00000106246,PTCD1,0.279957942,0.909830303
ENSG00000179010,MRFAP1,0.28003005,0.909830303
ENSG00000135373,EHF,0.280062055,0.909830303
ENSG00000163466,ARPC2,0.2801012,0.909830303
ENSG00000165678,GHITM,0.280187117,0.909929409
ENSG00000086619,ERO1LB,0.280321378,0.910119631
ENSG00000162755,KLHDC9,0.28035924,0.910119631
ENSG00000123977,WDR69,0.280411943,0.910119631
ENSG00000168646,AXIN2,0.280585694,0.910216388
ENSG00000117000,RLF,0.280607722,0.910216388
ENSG00000105953,OGDH,0.280608024,0.910216388
ENSG00000158850,B4GALT3,0.280782703,0.910295423
ENSG00000172673,THEMIS,0.280809751,0.910295423
ENSG00000163820,FYCO1,0.280853576,0.910295423
ENSG00000101624,CEP76,0.280854101,0.910295423
ENSG00000227232,WASH7P,0.28101235,0.910358602
ENSG00000162804,SNED1,0.28105156,0.910358602
ENSG00000184402,SS18L1,0.281132903,0.910358602
ENSG00000149050,ZNF214,0.281228956,0.910358602
ENSG00000132881,RSG1,0.281251849,0.910358602
ENSG00000039123,SKIV2L2,0.281330484,0.910358602
ENSG00000055070,SZRD1,0.281462337,0.910358602
ENSG00000134765,DSC1,0.281472893,0.910358602
ENSG00000229743,.,0.281474959,0.910358602
ENSG00000261087,.,0.281500955,0.910358602
ENSG00000197530,MIB2,0.28156589,0.910358602
ENSG00000155827,RNF20,0.281576772,0.910358602
ENSG00000176749,CDK5R1,0.281594209,0.910358602
ENSG00000181291,TMEM132E,0.281762776,0.910461629
ENSG00000152684,PELO,0.281788162,0.910461629
ENSG00000157916,RER1,0.281793199,0.910461629
ENSG00000233223,.,0.281847831,0.910461629
ENSG00000175161,CADM2,0.282104099,0.91087329
ENSG00000204519,ZNF551,0.282176471,0.91087329
ENSG00000077092,RARB,0.282210344,0.91087329
ENSG00000000460,C1orf112,0.282215986,0.91087329
ENSG00000136546,SCN7A,0.282256508,0.91087329
ENSG00000167985,SDHAF2,0.282381823,0.91087329
ENSG00000168291,PDHB,0.282440285,0.91087329
ENSG00000102317,RBM3,0.282474929,0.91087329
ENSG00000178852,EFCAB13,0.282533178,0.91087329
ENSG00000070367,EXOC5,0.282576955,0.91087329
ENSG00000109814,UGDH,0.282660482,0.91087329
ENSG00000241468,ATP5J2,0.282738781,0.91087329
ENSG00000146006,LRRTM2,0.282779083,0.91087329
ENSG00000175664,TEX26,0.282793335,0.91087329
ENSG00000123179,EBPL,0.282807216,0.91087329
ENSG00000198518,HIST1H4E,0.282908197,0.910904411
ENSG00000065060,UHRF1BP1,0.282938579,0.910904411
ENSG00000148154,UGCG,0.282996783,0.910904411
ENSG00000059573,ALDH18A1,0.283081779,0.910904411
ENSG00000125652,ALKBH7,0.283094204,0.910904411
ENSG00000258123,.,0.283293417,0.911366853
ENSG00000126756,UXT,0.283373142,0.911444794
ENSG00000189056,RELN,0.283472608,0.911572302
ENSG00000198846,TOX,0.283523797,0.911572302
ENSG00000010282,HHATL,0.283626837,0.91163057
ENSG00000175820,CCDC168,0.283652939,0.91163057
ENSG00000168701,TMEM208,0.284018509,0.911985858
ENSG00000174093,.,0.284068646,0.911985858
ENSG00000171792,RHNO1,0.284086601,0.911985858
ENSG00000135678,CPM,0.284172209,0.911985858
ENSG00000144567,FAM134A,0.28426196,0.911985858
ENSG00000171604,CXXC5,0.284267084,0.911985858
ENSG00000198467,TPM2,0.284330286,0.911985858
ENSG00000157379,DHRS1,0.28444078,0.911985858
ENSG00000154124,FAM105B,0.284457497,0.911985858
ENSG00000205763,RP9P,0.284638108,0.911985858
ENSG00000105928,DFNA5,0.284804436,0.911985858
ENSG00000143409,FAM63A,0.284959353,0.911985858
ENSG00000177807,KCNJ10,0.284987721,0.911985858
ENSG00000165238,WNK2,0.285107752,0.911985858
ENSG00000164342,TLR3,0.285166025,0.911985858
ENSG00000223396,RPS10P7,0.285204966,0.911985858
ENSG00000172366,FAM195A,0.285231107,0.911985858
ENSG00000170390,DCLK2,0.285280473,0.911985858
ENSG00000167257,RNF214,0.285321744,0.911985858
ENSG00000132305,IMMT,0.285357162,0.911985858
ENSG00000169550,MUC15,0.285375115,0.911985858
ENSG00000142655,PEX14,0.285381639,0.911985858
ENSG00000226742,HSBP1L1,0.285437085,0.911985858
ENSG00000117475,BLZF1,0.28549466,0.911985858
ENSG00000178171,FAM123C,0.285514797,0.911985858
ENSG00000103024,NME3,0.285552415,0.911985858
ENSG00000153064,BANK1,0.285650969,0.911985858
ENSG00000112562,SMOC2,0.285678069,0.911985858
ENSG00000164506,STXBP5,0.285804419,0.911985858
ENSG00000173660,UQCRH,0.285989932,0.911985858
ENSG00000198417,MT1F,0.286013957,0.911985858
ENSG00000257040,.,0.286021576,0.911985858
ENSG00000249859,PVT1,0.286029405,0.911985858
ENSG00000237720,.,0.286062404,0.911985858
ENSG00000086544,ITPKC,0.286081558,0.911985858
ENSG00000166025,AMOTL1,0.286091921,0.911985858
ENSG00000204623,ZNRD1-AS1,0.286166925,0.911985858
ENSG00000155189,AGPAT5,0.286176191,0.911985858
ENSG00000055813,CCDC85A,0.286192077,0.911985858
ENSG00000253974,NRG1-IT1,0.286274663,0.911985858
ENSG00000140092,FBLN5,0.286284279,0.911985858
ENSG00000162430,SEPN1,0.286319461,0.911985858
ENSG00000198911,SREBF2,0.286338504,0.911985858
ENSG00000128284,APOL3,0.286338528,0.911985858
ENSG00000136888,ATP6V1G1,0.286498699,0.911985858
ENSG00000163399,ATP1A1,0.286498758,0.911985858
ENSG00000141499,WRAP53,0.286526341,0.911985858
ENSG00000199916,RMRP,0.286609801,0.911985858
ENSG00000173141,MRP63,0.286625346,0.911985858
ENSG00000116729,WLS,0.286666982,0.911985858
ENSG00000164663,USP49,0.286691665,0.911985858
ENSG00000120049,KCNIP2,0.286719838,0.911985858
ENSG00000165392,WRN,0.286857857,0.911985858
ENSG00000179583,CIITA,0.286948852,0.911985858
ENSG00000168959,GRM5,0.286972718,0.911985858
ENSG00000187244,BCAM,0.287004482,0.911985858
ENSG00000134452,FBXO18,0.287135844,0.911985858
ENSG00000134109,EDEM1,0.287271762,0.911985858
ENSG00000196531,NACA,0.287320434,0.911985858
ENSG00000112983,BRD8,0.287330205,0.911985858
ENSG00000140526,ABHD2,0.287345007,0.911985858
ENSG00000170396,ZNF804A,0.287345074,0.911985858
ENSG00000103150,MLYCD,0.287377078,0.911985858
ENSG00000196418,ZNF124,0.287422348,0.911985858
ENSG00000150556,LYPD6B,0.287606583,0.911985858
ENSG00000150712,MTMR12,0.287634794,0.911985858
ENSG00000137504,CREBZF,0.287674763,0.911985858
ENSG00000125037,EMC3,0.287910115,0.911985858
ENSG00000170035,UBE2E3,0.288007916,0.911985858
ENSG00000255561,FDXACB1,0.28813699,0.911985858
ENSG00000154096,THY1,0.288185188,0.911985858
ENSG00000176438,SYNE3,0.288216278,0.911985858
ENSG00000146085,MUT,0.288250221,0.911985858
ENSG00000213462,ERV3-1,0.288321602,0.911985858
ENSG00000164219,PGGT1B,0.288330975,0.911985858
ENSG00000182165,TP53TG1,0.288365192,0.911985858
ENSG00000174652,ZNF266,0.288391752,0.911985858
ENSG00000128274,A4GALT,0.288463022,0.911985858
ENSG00000184378,ACTRT3,0.288541306,0.911985858
ENSG00000073150,PANX2,0.288560816,0.911985858
ENSG00000164808,KIAA0146,0.28860825,0.911985858
ENSG00000115252,PDE1A,0.288657752,0.911985858
ENSG00000160208,RRP1B,0.28871418,0.911985858
ENSG00000160190,SLC37A1,0.288858378,0.911985858
ENSG00000018236,CNTN1,0.288939324,0.911985858
ENSG00000146828,SLC12A9,0.289097044,0.911985858
ENSG00000135272,MDFIC,0.289165146,0.911985858
ENSG00000115526,CHST10,0.289269848,0.911985858
ENSG00000238881,SCARNA2,0.289397834,0.911985858
ENSG00000203880,PCMTD2,0.289416005,0.911985858
ENSG00000164124,TMEM144,0.289429253,0.911985858
ENSG00000108239,TBC1D12,0.289430379,0.911985858
ENSG00000106992,AK1,0.289436929,0.911985858
ENSG00000153879,CEBPG,0.289441825,0.911985858
ENSG00000128563,PRKRIP1,0.289497692,0.911985858
ENSG00000261220,.,0.289501687,0.911985858
ENSG00000156515,HK1,0.28951915,0.911985858
ENSG00000076641,PAG1,0.289561846,0.911985858
ENSG00000251372,LINC00499,0.289707751,0.911985858
ENSG00000133026,MYH10,0.289736874,0.911985858
ENSG00000108406,DHX40,0.289753724,0.911985858
ENSG00000137331,IER3,0.289769728,0.911985858
ENSG00000197362,ZNF786,0.28987624,0.911985858
ENSG00000198301,SDAD1,0.289928705,0.911985858
ENSG00000168811,IL12A,0.289961473,0.911985858
ENSG00000102241,HTATSF1,0.289970775,0.911985858
ENSG00000260432,.,0.290007124,0.911985858
ENSG00000134115,CNTN6,0.290009505,0.911985858
ENSG00000122707,RECK,0.290038532,0.911985858
ENSG00000228212,OFD1P17,0.290093631,0.911985858
ENSG00000117528,ABCD3,0.290127617,0.911985858
ENSG00000233177,.,0.290229395,0.911985858
ENSG00000140854,KATNB1,0.290303905,0.911985858
ENSG00000197863,ZNF790,0.290333933,0.911985858
ENSG00000063587,ZNF275,0.290334678,0.911985858
ENSG00000253251,.,0.290378989,0.911985858
ENSG00000119280,C1orf198,0.290457529,0.911985858
ENSG00000099282,TSPAN15,0.290523207,0.911985858
ENSG00000127603,MACF1,0.290581059,0.911985858
ENSG00000131508,UBE2D2,0.290610016,0.911985858
ENSG00000171714,ANO5,0.290672159,0.911985858
ENSG00000161298,ZNF382,0.290676457,0.911985858
ENSG00000070371,CLTCL1,0.290804033,0.911985858
ENSG00000085733,CTTN,0.290867589,0.911985858
ENSG00000008282,SYPL1,0.290890628,0.911985858
ENSG00000145919,BOD1,0.290913114,0.911985858
ENSG00000123353,ORMDL2,0.290921701,0.911985858
ENSG00000136861,CDK5RAP2,0.290926935,0.911985858
ENSG00000179314,WSCD1,0.291001993,0.911985858
ENSG00000169251,NMD3,0.291016511,0.911985858
ENSG00000086300,SNX10,0.291161888,0.911985858
ENSG00000185432,METTL7A,0.291169251,0.911985858
ENSG00000163041,H3F3A,0.291202687,0.911985858
ENSG00000041515,MYO16,0.291250674,0.911985858
ENSG00000152076,CCDC74B,0.291290177,0.911985858
ENSG00000104205,SGK3,0.291315704,0.911985858
ENSG00000006062,MAP3K14,0.291477346,0.912258892
ENSG00000003096,KLHL13,0.291606509,0.912258892
ENSG00000266912,.,0.291619633,0.912258892
ENSG00000167775,CD320,0.291714119,0.912258892
ENSG00000005483,MLL5,0.29172372,0.912258892
ENSG00000111262,KCNA1,0.291853156,0.912258892
ENSG00000118473,SGIP1,0.291870984,0.912258892
ENSG00000080200,CRYBG3,0.291879452,0.912258892
ENSG00000120837,NFYB,0.291902848,0.912258892
ENSG00000113494,PRLR,0.291984037,0.912339011
ENSG00000214562,FAM22D,0.292118071,0.91258419
ENSG00000155729,KCTD18,0.292183876,0.912616164
ENSG00000132256,TRIM5,0.292392133,0.913092982
ENSG00000147145,LPAR4,0.292650956,0.913229076
ENSG00000184178,SCFD2,0.292660054,0.913229076
ENSG00000142347,MYO1F,0.292841943,0.913229076
ENSG00000177133,.,0.29300151,0.913229076
ENSG00000196421,LINC00176,0.293005125,0.913229076
ENSG00000138678,AGPAT9,0.293093297,0.913229076
ENSG00000168275,COA6,0.293138013,0.913229076
ENSG00000077147,TM9SF3,0.293201157,0.913229076
ENSG00000164252,AGGF1,0.293295684,0.913229076
ENSG00000067646,ZFY,0.293301273,0.913229076
ENSG00000067840,PDZD4,0.293432556,0.913229076
ENSG00000124942,AHNAK,0.29347227,0.913229076
ENSG00000134716,CYP2J2,0.293508772,0.913229076
ENSG00000130413,STK33,0.293533528,0.913229076
ENSG00000118507,AKAP7,0.293619785,0.913229076
ENSG00000141543,EIF4A3,0.293715941,0.913229076
ENSG00000183150,GPR19,0.293753017,0.913229076
ENSG00000010671,BTK,0.293811512,0.913229076
ENSG00000056972,TRAF3IP2,0.293834259,0.913229076
ENSG00000151834,GABRA2,0.293938491,0.913229076
ENSG00000107282,APBA1,0.293969034,0.913229076
ENSG00000145354,CISD2,0.294036087,0.913229076
ENSG00000134905,CARS2,0.294070565,0.913229076
ENSG00000164142,FAM160A1,0.294143351,0.913229076
ENSG00000139971,C14orf37,0.294347505,0.913229076
ENSG00000153975,ZUFSP,0.294462487,0.913229076
ENSG00000177150,FAM210A,0.294521048,0.913229076
ENSG00000158292,GPR153,0.294723796,0.913229076
ENSG00000187098,MITF,0.294733149,0.913229076
ENSG00000232682,.,0.294776078,0.913229076
ENSG00000111726,CMAS,0.294823236,0.913229076
ENSG00000147526,TACC1,0.29496287,0.913229076
ENSG00000096696,DSP,0.295000358,0.913229076
ENSG00000183826,BTBD9,0.295031591,0.913229076
ENSG00000131475,VPS25,0.295044415,0.913229076
ENSG00000152944,MED21,0.29505282,0.913229076
ENSG00000166986,MARS,0.29505594,0.913229076
ENSG00000249459,ZNF286B,0.295172559,0.913229076
ENSG00000135709,KIAA0513,0.295215794,0.913229076
ENSG00000163945,UVSSA,0.295277425,0.913229076
ENSG00000148225,WDR31,0.295341449,0.913229076
ENSG00000132205,EMILIN2,0.295345063,0.913229076
ENSG00000129562,DAD1,0.295367784,0.913229076
ENSG00000171492,LRRC8D,0.295427365,0.913229076
ENSG00000186480,INSIG1,0.295459123,0.913229076
ENSG00000189298,ZKSCAN3,0.295540115,0.913229076
ENSG00000153207,AHCTF1,0.295679008,0.913229076
ENSG00000136709,WDR33,0.295695825,0.913229076
ENSG00000166979,EVA1C,0.295749689,0.913229076
ENSG00000147027,TMEM47,0.295776223,0.913229076
ENSG00000142156,COL6A1,0.295802742,0.913229076
ENSG00000106443,PHF14,0.295827605,0.913229076
ENSG00000169031,COL4A3,0.295828522,0.913229076
ENSG00000175792,RUVBL1,0.295926763,0.913229076
ENSG00000146281,PM20D2,0.295936298,0.913229076
ENSG00000125457,MIF4GD,0.295960874,0.913229076
ENSG00000118518,RNF146,0.295978159,0.913229076
ENSG00000182749,PAQR7,0.296011515,0.913229076
ENSG00000213442,RPL18AP3,0.296027622,0.913229076
ENSG00000074276,CDHR2,0.296118516,0.913229076
ENSG00000156113,KCNMA1,0.296136706,0.913229076
ENSG00000196437,ZNF569,0.296138714,0.913229076
ENSG00000173327,MAP3K11,0.296162511,0.913229076
ENSG00000228775,.,0.296175335,0.913229076
ENSG00000109220,CHIC2,0.296205616,0.913229076
ENSG00000139718,SETD1B,0.296214173,0.913229076
ENSG00000168843,FSTL5,0.296310532,0.913229076
ENSG00000164116,GUCY1A3,0.296317608,0.913229076
ENSG00000221923,ZNF880,0.296519342,0.913229076
ENSG00000166272,WBP1L,0.296539754,0.913229076
ENSG00000254093,PINX1,0.296658774,0.913229076
ENSG00000226696,LENG8-AS1,0.296659145,0.913229076
ENSG00000198719,DLL1,0.296715117,0.913229076
ENSG00000145681,HAPLN1,0.296736164,0.913229076
ENSG00000164530,PI16,0.29693589,0.913229076
ENSG00000262758,.,0.2969505,0.913229076
ENSG00000102003,SYP,0.296972636,0.913229076
ENSG00000116786,PLEKHM2,0.297029335,0.913229076
ENSG00000182973,CNOT10,0.297070014,0.913229076
ENSG00000140350,ANP32A,0.297120973,0.913229076
ENSG00000246731,.,0.297132963,0.913229076
ENSG00000001167,NFYA,0.297196334,0.913229076
ENSG00000205035,.,0.297211773,0.913229076
ENSG00000066032,CTNNA2,0.297216555,0.913229076
ENSG00000082212,ME2,0.297252607,0.913229076
ENSG00000046651,OFD1,0.297301217,0.913229076
ENSG00000102580,DNAJC3,0.297493719,0.913229076
ENSG00000197971,MBP,0.297510031,0.913229076
ENSG00000172175,MALT1,0.297634892,0.913229076
ENSG00000251580,.,0.297688654,0.913229076
ENSG00000131165,CHMP1A,0.297699876,0.913229076
ENSG00000135211,TMEM60,0.297705425,0.913229076
ENSG00000111711,GOLT1B,0.297726172,0.913229076
ENSG00000166847,DCTN5,0.297728291,0.913229076
ENSG00000119929,CUTC,0.297783313,0.913229076
ENSG00000137478,FCHSD2,0.297822283,0.913229076
ENSG00000175048,ZDHHC14,0.297940318,0.913229076
ENSG00000124688,MAD2L1BP,0.298030651,0.913229076
ENSG00000136108,CKAP2,0.298077385,0.913229076
ENSG00000122756,CNTFR,0.298306103,0.913229076
ENSG00000119900,OGFRL1,0.298402034,0.913229076
ENSG00000187889,C1orf168,0.298454894,0.913229076
ENSG00000186628,FSD2,0.29857505,0.913229076
ENSG00000265688,MAFG-AS1,0.298686984,0.913229076
ENSG00000132718,SYT11,0.298691609,0.913229076
ENSG00000075391,RASAL2,0.298740406,0.913229076
ENSG00000260788,.,0.298749247,0.913229076
ENSG00000185305,ARL15,0.298795331,0.913229076
ENSG00000136003,ISCU,0.298797028,0.913229076
ENSG00000146373,RNF217,0.298799201,0.913229076
ENSG00000215196,.,0.298889857,0.913229076
ENSG00000240857,RDH14,0.29907748,0.913229076
ENSG00000047597,XK,0.299196503,0.913229076
ENSG00000156687,UNC5D,0.299198782,0.913229076
ENSG00000251595,ABCA11P,0.299219192,0.913229076
ENSG00000122545,SEPT7,0.29922298,0.913229076
ENSG00000121897,LIAS,0.299234021,0.913229076
ENSG00000182481,KPNA2,0.29928423,0.913229076
ENSG00000186231,KLHL32,0.299288077,0.913229076
ENSG00000171421,MRPL36,0.299290283,0.913229076
ENSG00000139613,SMARCC2,0.299339218,0.913229076
ENSG00000149243,KLHL35,0.299372369,0.913229076
ENSG00000198176,TFDP1,0.299388248,0.913229076
ENSG00000179532,DNHD1,0.299420862,0.913229076
ENSG00000188266,AGPHD1,0.299456077,0.913229076
ENSG00000239713,APOBEC3G,0.299485171,0.913229076
ENSG00000154451,GBP5,0.299497766,0.913229076
ENSG00000127415,IDUA,0.299682266,0.913477378
ENSG00000225889,.,0.299690441,0.913477378
ENSG00000188803,SHISA6,0.299781276,0.913564318
ENSG00000165806,CASP7,0.299847702,0.913564318
ENSG00000256872,NOL12,0.299885845,0.913564318
ENSG00000162139,NEU3,0.3001436,0.913907183
ENSG00000105397,TYK2,0.300235507,0.913907183
ENSG00000115828,QPCT,0.300339637,0.913907183
ENSG00000112308,C6orf62,0.300354634,0.913907183
ENSG00000205659,LIN52,0.300427114,0.913907183
ENSG00000169085,C8orf46,0.300438483,0.913907183
ENSG00000171115,GIMAP8,0.300457181,0.913907183
ENSG00000173598,NUDT4,0.300484523,0.913907183
ENSG00000065833,ME1,0.300499226,0.913907183
ENSG00000099385,BCL7C,0.300569011,0.91395017
ENSG00000164032,H2AFZ,0.300794378,0.914371884
ENSG00000122218,COPA,0.300826398,0.914371884
ENSG00000171847,FAM90A1,0.300874728,0.914371884
ENSG00000100325,ASCC2,0.301116181,0.91482654
ENSG00000198406,BZW1P2,0.301167268,0.91482654
ENSG00000186812,ZNF397,0.30122138,0.91482654
ENSG00000178531,CTXN1,0.30136322,0.91482654
ENSG00000172602,RND1,0.301398052,0.91482654
ENSG00000105255,FSD1,0.30141384,0.91482654
ENSG00000198860,TSEN15,0.301414261,0.91482654
ENSG00000226852,.,0.301538931,0.91503582
ENSG00000237943,.,0.301619169,0.915110217
ENSG00000161912,ADCY10P1,0.301887055,0.915636352
ENSG00000105053,VRK3,0.301904088,0.915636352
ENSG00000256594,.,0.302014289,0.915744239
ENSG00000197321,SVIL,0.302051181,0.915744239
ENSG00000242385,LSAMP-AS4,0.302116784,0.915774077
ENSG00000184515,BEX5,0.302265832,0.915912777
ENSG00000102158,MAGT1,0.302281154,0.915912777
ENSG00000159459,UBR1,0.302390368,0.915912777
ENSG00000071462,WBSCR22,0.302525437,0.915912777
ENSG00000121067,SPOP,0.302546097,0.915912777
ENSG00000094804,CDC6,0.302552044,0.915912777
ENSG00000006740,ARHGAP44,0.302552933,0.915912777
ENSG00000255622,.,0.30263552,0.915993944
ENSG00000215301,DDX3X,0.302797733,0.916259754
ENSG00000144893,MED12L,0.302834923,0.916259754
ENSG00000176473,WDR25,0.302909369,0.916316185
ENSG00000138326,RPS24,0.303143192,0.91685463
ENSG00000184785,CXorf69,0.303226561,0.916937914
ENSG00000114867,EIF4G1,0.303326679,0.917036671
ENSG00000122550,KLHL7,0.303395687,0.917036671
ENSG00000127995,CASD1,0.303426735,0.917036671
ENSG00000196922,ZNF252P,0.303498422,0.917084561
ENSG00000105298,CACTIN,0.303874568,0.918052251
ENSG00000117713,ARID1A,0.304107075,0.918085981
ENSG00000100926,TM9SF1,0.304174517,0.918085981
ENSG00000100116,GCAT,0.304226996,0.918085981
ENSG00000183751,TBL3,0.304231187,0.918085981
ENSG00000163535,SGOL2,0.30427721,0.918085981
ENSG00000134070,IRAK2,0.304412687,0.918085981
ENSG00000159399,HK2,0.304414617,0.918085981
ENSG00000165934,CPSF2,0.304533083,0.918085981
ENSG00000107338,SHB,0.304763697,0.918085981
ENSG00000147485,PXDNL,0.304809705,0.918085981
ENSG00000119771,KLHL29,0.304813489,0.918085981
ENSG00000198189,HSD17B11,0.304901802,0.918085981
ENSG00000023909,GCLM,0.30498285,0.918085981
ENSG00000108669,CYTH1,0.3050502,0.918085981
